origin,dutch,fg,nw,openness,conscientiousness,extraversion,agreeableness,neuroticism,ideology,polintr,poleff,involvement,polpar,media,poltr,stfdem,antiimm,eu
102,0,1,1,0.5,0.942857142857143,0.552631578947368,0.6,0.368421052631579,0.24548687037510983,-0.838090016999949,-0.0490058886114185,0.141805513787274,0.2286018554701579,-1.0198269963415,NA,NA,-0.183618520228986,0.24279844041613038
201,0,0,0,0.444444444444444,0.428571428571429,0.473684210526316,0.428571428571429,0.526315789473684,0.010348956300127131,-0.838090016999949,-0.655589887646087,-0.331162577108004,-1.0925042162585452,0.0296488697598128,-0.21260483934977273,-0.6440252264120618,0.688245243316927,-0.6067864305391029
0,1,0,0,0.722222222222222,0.714285714285714,0.5,0.742857142857143,0.763157894736842,-0.45992687184983827,-0.838090016999949,-0.0490058886114185,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.24515278335228965,0.29115261674910337,0.0380870180093693,NA
0,1,0,0,0.583333333333333,0.885714285714286,0.342105263157895,0.542857142857143,0.605263157894737,0.010348956300127131,-0.00671068518950132,-0.352297888128753,-0.331162577108004,0.2286018554701579,0.554386802810468,0.47403159470332085,0.29115261674910337,0.354229181365879,-0.18199399506148622
0,1,0,0,0.5,0.514285714285714,0.552631578947368,0.714285714285714,0.5,0.24548687037510983,-0.00671068518950132,-0.655589887646087,-0.331162577108004,-1.0925042162585452,0.0296488697598128,0.24515278335228965,NA,0.201529814177329,0.24279844041613038
0,1,0,0,0.611111111111111,0.8,0.578947368421053,0.742857142857143,0.289473684210526,0.4806247844500925,0.824668646620947,0.557578110423251,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.7029104060543521,0.5249470775393946,-0.172875091249576,0.24279844041613038
0,1,0,0,0.5,0.657142857142857,0.342105263157895,0.514285714285714,0.763157894736842,0.010348956300127131,0.824668646620947,-0.352297888128753,0.141805513787274,0.2286018554701579,0.0296488697598128,-0.21260483934977273,-0.17643630483147923,-0.50332591839306,0.667590875893747
0,1,0,0,0.5,0.685714285714286,0.552631578947368,0.714285714285714,0.5,0.7157626985250752,-0.00671068518950132,-0.0490058886114185,-0.331162577108004,-1.0925042162585452,0.0296488697598128,-0.21260483934977273,0.057358155958812065,0.33403475962795,-0.6067864305391029
0,1,0,0,0.666666666666667,0.6,0.315789473684211,0.657142857142857,0.552631578947368,0.24548687037510983,-0.838090016999949,-0.0490058886114185,0.141805513787274,0.2286018554701579,-1.0198269963415,0.01627397200125847,0.057358155958812065,-0.149115434704083,-0.6067864305391029
0,1,0,0,0.722222222222222,0.942857142857143,0.605263157894737,0.885714285714286,0.315789473684211,0.4806247844500925,0.824668646620947,-0.0490058886114185,-0.331162577108004,0.2286018554701579,0.554386802810468,-0.21260483934977273,0.29115261674910337,0.181335392439401,-0.18199399506148622
102,0,1,1,0.527777777777778,0.542857142857143,0.447368421052632,0.714285714285714,0.473684210526316,NA,0.824668646620947,0.254286110905916,-0.331162577108004,0.2286018554701579,0.0296488697598128,-0.6703624620518351,-0.6440252264120618,-0.468822832868157,-0.6067864305391029
0,1,0,0,0.583333333333333,0.628571428571429,0.5,0.771428571428571,0.5,0.24548687037510983,-0.838090016999949,-0.352297888128753,0.141805513787274,0.2286018554701579,0.0296488697598128,0.47403159470332085,0.29115261674910337,-0.159858863683493,0.24279844041613038
201,0,0,0,0.611111111111111,0.457142857142857,0.684210526315789,0.542857142857143,0.421052631578947,-0.45992687184983827,0.824668646620947,0.860870109940585,0.141805513787274,0.2286018554701579,0.0296488697598128,0.7029104060543521,0.29115261674910337,-0.298249567085068,0.667590875893747
201,0,0,0,0.472222222222222,0.628571428571429,0.447368421052632,0.742857142857143,0.315789473684211,-0.22478895777485555,-0.00671068518950132,0.254286110905916,0.141805513787274,0.2286018554701579,0.0296488697598128,0.47403159470332085,0.29115261674910337,-0.138372005724673,0.24279844041613038
202,0,0,1,0.722222222222222,0.685714285714286,0.842105263157895,0.742857142857143,0.447368421052632,0.4806247844500925,0.824668646620947,0.860870109940585,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.7029104060543521,0.5249470775393946,0.877768219173769,-0.6067864305391029
0,1,0,0,0.611111111111111,0.342857142857143,0.657894736842105,0.685714285714286,0.657894736842105,-0.22478895777485555,-0.00671068518950132,-0.352297888128753,0.141805513787274,0.2286018554701579,0.554386802810468,-0.4414836507008039,0.29115261674910337,-0.149115434704083,0.24279844041613038
101,0,1,0,0.805555555555556,0.771428571428571,0.710526315789474,0.714285714285714,0.342105263157895,-0.9302026999998037,-0.00671068518950132,-0.352297888128753,-0.331162577108004,0.2286018554701579,0.0296488697598128,1.1606680287564144,0.7587415383296859,0.501042790603474,0.667590875893747
101,0,1,0,0.583333333333333,0.828571428571429,0.473684210526316,0.4,0.473684210526316,0.010348956300127131,0.824668646620947,-0.352297888128753,-0.331162577108004,NA,0.0296488697598128,-0.6703624620518351,-0.6440252264120618,-0.301814801892633,-0.6067864305391029
0,1,0,0,0.5,0.6,0.552631578947368,0.657142857142857,0.368421052631579,0.010348956300127131,-0.838090016999949,-0.352297888128753,-0.331162577108004,0.2286018554701579,0.554386802810468,-0.4414836507008039,-0.4102307656217705,-0.312558230872043,0.24279844041613038
102,0,1,1,0.694444444444444,0.714285714285714,0.684210526315789,0.742857142857143,0.421052631578947,-0.45992687184983827,-0.00671068518950132,0.254286110905916,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.24515278335228965,0.057358155958812065,-0.301814801892633,0.24279844041613038
102,0,1,1,0.555555555555556,0.628571428571429,0.631578947368421,0.685714285714286,0.552631578947368,NA,0.824668646620947,-0.0490058886114185,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.7029104060543521,0.5249470775393946,-0.819468081749569,NA
201,0,0,0,0.694444444444444,0.6,0.684210526315789,0.714285714285714,0.394736842105263,0.010348956300127131,-0.00671068518950132,-0.0490058886114185,0.141805513787274,0.2286018554701579,0.554386802810468,-0.21260483934977273,0.057358155958812065,-0.312558230872043,-0.18199399506148622
201,0,0,0,0.833333333333333,0.542857142857143,0.289473684210526,0.485714285714286,0.342105263157895,-0.6950647859248209,-0.00671068518950132,0.254286110905916,0.141805513787274,0.2286018554701579,0.554386802810468,0.01627397200125847,0.29115261674910337,-0.301814801892633,-0.6067864305391029
202,0,0,1,0.583333333333333,0.742857142857143,0.5,0.8,0.342105263157895,NA,-0.00671068518950132,-0.0490058886114185,-0.331162577108004,-1.0925042162585452,0.0296488697598128,NA,NA,-0.111047114371616,NA
101,0,1,0,0.861111111111111,0.857142857142857,0.552631578947368,0.742857142857143,0.5,0.4806247844500925,0.824668646620947,0.254286110905916,0.614773604682551,0.2286018554701579,0.0296488697598128,0.01627397200125847,0.057358155958812065,0.837379375697912,-0.6067864305391029
201,0,0,0,0.583333333333333,0.8,0.342105263157895,0.857142857142857,0.5,0.010348956300127131,-0.00671068518950132,-0.0490058886114185,-0.331162577108004,0.2286018554701579,0.554386802810468,0.24515278335228965,0.29115261674910337,-0.805159417962594,0.24279844041613038
0,1,0,0,0.555555555555556,0.742857142857143,0.684210526315789,0.685714285714286,0.184210526315789,0.24548687037510983,-0.00671068518950132,-0.352297888128753,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.01627397200125847,0.29115261674910337,-0.149115434704083,-0.18199399506148622
102,0,1,1,0.277777777777778,0.457142857142857,0.578947368421053,0.314285714285714,0.447368421052632,NA,-0.00671068518950132,0.860870109940585,0.141805513787274,NA,-0.495089063290843,0.01627397200125847,0.057358155958812065,0.555740297866306,NA
101,0,1,0,0.833333333333333,0.628571428571429,0.605263157894737,0.8,0.315789473684211,-0.6950647859248209,-0.00671068518950132,0.557578110423251,0.141805513787274,0.2286018554701579,0.554386802810468,0.24515278335228965,-0.17643630483147923,-0.49258248941365,0.667590875893747
102,0,1,1,0.75,0.771428571428571,0.842105263157895,0.771428571428571,0,NA,-0.00671068518950132,-0.0490058886114185,0.141805513787274,0.2286018554701579,0.0296488697598128,-0.4414836507008039,-0.6440252264120618,0.820750188767548,0.24279844041613038
102,0,1,1,0.722222222222222,0.742857142857143,0.394736842105263,0.771428571428571,0.763157894736842,-0.22478895777485555,-0.838090016999949,-0.655589887646087,-0.331162577108004,0.2286018554701579,0.0296488697598128,-0.21260483934977273,0.057358155958812065,0.167026728652426,-0.18199399506148622
201,0,0,0,0.833333333333333,0.714285714285714,0.210526315789474,0.714285714285714,0.236842105263158,0.24548687037510983,-0.00671068518950132,0.254286110905916,0.141805513787274,0.2286018554701579,0.554386802810468,0.24515278335228965,0.29115261674910337,-0.152680669511648,-0.18199399506148622
101,0,1,0,0.555555555555556,0.571428571428571,0.789473684210526,0.542857142857143,0.473684210526316,0.010348956300127131,0.824668646620947,-0.352297888128753,0.141805513787274,-1.0925042162585452,0.554386802810468,-0.8992412734028663,-0.4102307656217705,-0.149115434704083,-0.6067864305391029
0,1,0,0,0.555555555555556,0.485714285714286,0.447368421052632,0.742857142857143,0.684210526315789,-0.45992687184983827,-0.00671068518950132,-0.352297888128753,0.141805513787274,NA,1.07912473586112,0.24515278335228965,0.29115261674910337,-0.138372005724673,-0.18199399506148622
0,1,0,0,0.722222222222222,0.742857142857143,0.684210526315789,0.771428571428571,0.289473684210526,0.24548687037510983,-0.00671068518950132,-0.0490058886114185,-0.331162577108004,0.2286018554701579,0.554386802810468,0.24515278335228965,0.057358155958812065,-0.138372005724673,0.24279844041613038
0,1,0,0,0.472222222222222,0.314285714285714,0.263157894736842,0.8,0.184210526315789,-0.9302026999998037,-0.00671068518950132,-0.352297888128753,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.01627397200125847,0.29115261674910337,0.87544769603038,-0.6067864305391029
102,0,1,1,0.527777777777778,0.685714285714286,0.526315789473684,0.857142857142857,0.368421052631579,0.010348956300127131,-0.00671068518950132,-0.0490058886114185,0.614773604682551,0.2286018554701579,0.0296488697598128,0.24515278335228965,NA,-0.169309856442011,1.0923833113713637
101,0,1,0,0.638888888888889,0.542857142857143,0.447368421052632,0.628571428571429,0.578947368421053,-0.45992687184983827,-0.00671068518950132,-0.655589887646087,-0.331162577108004,NA,0.0296488697598128,-0.21260483934977273,-0.17643630483147923,-0.301814801892633,0.24279844041613038
201,0,0,0,0.638888888888889,0.828571428571429,0.842105263157895,0.885714285714286,0.236842105263158,0.4806247844500925,0.824668646620947,0.860870109940585,0.614773604682551,0.2286018554701579,0.554386802810468,0.24515278335228965,0.29115261674910337,-0.652460050774045,0.667590875893747
0,1,0,0,0.611111111111111,0.571428571428571,0.684210526315789,0.685714285714286,0.394736842105263,NA,-0.838090016999949,-0.655589887646087,-0.331162577108004,-1.0925042162585452,-0.495089063290843,-0.4414836507008039,0.057358155958812065,-0.149115434704083,NA
0,1,0,0,0.472222222222222,0.342857142857143,0.578947368421053,0.6,0.657894736842105,0.7157626985250752,0.824668646620947,-0.352297888128753,-0.331162577108004,0.2286018554701579,0.554386802810468,-0.6703624620518351,-1.1116141479926445,0.670371344722388,-0.6067864305391029
201,0,0,0,0.638888888888889,0.8,0.526315789473684,0.885714285714286,0.473684210526316,NA,-0.00671068518950132,0.557578110423251,-0.331162577108004,-1.0925042162585452,0.0296488697598128,0.24515278335228965,0.057358155958812065,0.017892596271441,NA
202,0,0,1,0.777777777777778,0.714285714285714,0.736842105263158,0.457142857142857,0.263157894736842,0.010348956300127131,-0.00671068518950132,-0.352297888128753,0.141805513787274,-1.0925042162585452,0.0296488697598128,-0.21260483934977273,-0.17643630483147923,-0.308992996064478,NA
101,0,1,0,0.611111111111111,0.571428571428571,0.842105263157895,0.857142857142857,0.473684210526316,-0.45992687184983827,0.824668646620947,0.557578110423251,0.141805513787274,0.2286018554701579,0.0296488697598128,0.47403159470332085,0.29115261674910337,-1.13561024510608,0.667590875893747
0,1,0,0,0.888888888888889,0.942857142857143,0.868421052631579,0.828571428571429,0.5,-0.6950647859248209,-0.00671068518950132,0.860870109940585,0.141805513787274,0.2286018554701579,0.554386802810468,0.24515278335228965,0.29115261674910337,-0.972167448938119,0.24279844041613038
102,0,1,1,0.444444444444444,0.485714285714286,0.447368421052632,0.685714285714286,0.394736842105263,0.010348956300127131,-0.838090016999949,-0.655589887646087,-0.331162577108004,0.2286018554701579,-1.0198269963415,0.01627397200125847,-1.3454086087829358,0.851688039484887,0.24279844041613038
201,0,0,0,0.5,0.657142857142857,0.684210526315789,0.485714285714286,0.342105263157895,-0.22478895777485555,0.824668646620947,-0.0490058886114185,-0.331162577108004,0.2286018554701579,0.554386802810468,0.24515278335228965,-0.4102307656217705,0.181335392439401,-0.6067864305391029
0,1,0,0,0.583333333333333,0.657142857142857,0.473684210526316,0.571428571428571,0.394736842105263,0.4806247844500925,-0.00671068518950132,0.254286110905916,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.47403159470332085,0.057358155958812065,0.501042790603474,-0.6067864305391029
201,0,0,0,0.666666666666667,0.485714285714286,0.578947368421053,0.628571428571429,0.552631578947368,0.4806247844500925,-0.838090016999949,0.254286110905916,-0.331162577108004,0.2286018554701579,0.0296488697598128,-0.6703624620518351,-0.4102307656217705,-0.0201757240610263,-0.6067864305391029
202,0,0,1,0.75,0.914285714285714,0.684210526315789,0.942857142857143,0.131578947368421,0.4806247844500925,-0.00671068518950132,-0.0490058886114185,-0.331162577108004,NA,0.554386802810468,0.01627397200125847,0.5249470775393946,0.0143273614638766,0.667590875893747
102,0,1,1,0.583333333333333,0.428571428571429,0.342105263157895,0.685714285714286,0.0263157894736842,-0.22478895777485555,-0.00671068518950132,0.557578110423251,0.141805513787274,0.2286018554701579,-0.495089063290843,0.01627397200125847,-0.17643630483147923,-0.489017254606085,0.24279844041613038
102,0,1,1,0.5,0.714285714285714,0.263157894736842,0.714285714285714,0.447368421052632,NA,-0.838090016999949,-0.352297888128753,-0.331162577108004,-1.0925042162585452,-0.495089063290843,-1.1281200847538975,NA,-0.357804745376356,NA
102,0,1,1,0.527777777777778,0.542857142857143,0.578947368421053,0.542857142857143,0.289473684210526,0.010348956300127131,-0.00671068518950132,-0.352297888128753,0.141805513787274,-1.0925042162585452,0.0296488697598128,0.01627397200125847,-0.6440252264120618,-0.134806770917108,0.24279844041613038
202,0,0,1,0.555555555555556,0.771428571428571,0.236842105263158,0.628571428571429,0.605263157894737,0.010348956300127131,-0.00671068518950132,-0.352297888128753,-0.331162577108004,-1.0925042162585452,-0.495089063290843,-0.6703624620518351,-1.3454086087829358,0.844509845313041,-0.6067864305391029
102,0,1,1,0.5,0.742857142857143,0.0789473684210526,0.485714285714286,0.0789473684210526,0.4806247844500925,-0.00671068518950132,-0.0490058886114185,0.614773604682551,0.2286018554701579,-0.495089063290843,0.24515278335228965,0.7587415383296859,0.49747755579591,-0.18199399506148622
101,0,1,0,0.694444444444444,0.571428571428571,0.315789473684211,0.685714285714286,0.736842105263158,-0.6950647859248209,0.824668646620947,1.16416210945792,1.08774169557783,0.2286018554701579,0.554386802810468,0.47403159470332085,0.7587415383296859,-0.972167448938119,0.667590875893747
0,1,0,0,0.777777777777778,0.228571428571429,0.342105263157895,0.514285714285714,0.421052631578947,-0.22478895777485555,-0.00671068518950132,0.254286110905916,0.141805513787274,0.2286018554701579,0.0296488697598128,0.24515278335228965,0.057358155958812065,-0.301814801892633,0.667590875893747
102,0,1,1,0.777777777777778,0.714285714285714,0.526315789473684,0.514285714285714,0.368421052631579,0.010348956300127131,-0.838090016999949,-0.352297888128753,0.614773604682551,-1.0925042162585452,-1.0198269963415,-1.1281200847538975,-1.3454086087829358,-0.652460050774045,-0.6067864305391029
101,0,1,0,0.5,0.428571428571429,0.473684210526316,0.6,0.5,NA,-0.00671068518950132,-0.655589887646087,1.08774169557783,0.2286018554701579,0.554386802810468,0.01627397200125847,0.29115261674910337,-0.149115434704083,NA
202,0,0,1,0.5,0.514285714285714,0.184210526315789,0.828571428571429,0.5,0.4806247844500925,-0.00671068518950132,-0.0490058886114185,-0.331162577108004,0.2286018554701579,0.0296488697598128,0.47403159470332085,0.057358155958812065,1.04477625014929,-0.18199399506148622
0,1,0,0,0.527777777777778,0.457142857142857,0.263157894736842,0.257142857142857,0.578947368421053,-0.22478895777485555,-0.00671068518950132,-0.0490058886114185,0.141805513787274,0.2286018554701579,0.554386802810468,-0.4414836507008039,-0.17643630483147923,0.197964579369765,-0.6067864305391029
